,Unnamed: 0,unsat_SMILE,sat_SMILE,delta_H,nH2,pH2,heavy_atom_count,molar_mass,nOxygen,nNitrogen,nAromaticRings,nHBD
2453,2453,CC#CC1=NC(C)=CN1,CCCC1NC(C)CN1,80.53524338,4,6.292449389,9,120.15499999999999,0,2,1,1
2454,2454,CC#CC1=NC(C)=CO1,CCCC1NC(C)CO1,90.47144812,4,6.244493297,9,121.13899999999998,1,1,1,0
2455,2455,CC#CC1=NC(N)=CN1,CCCC1NC(N)CN1,80.67505125,4,6.243950056,9,121.143,0,3,1,2
2456,2456,CC#CC1=NC(N)=CO1,CCCC1NC(N)CO1,92.49833413,4,6.196727589,9,122.127,1,2,1,1
2457,2457,CC#CC1=NC(O)=CN1,CCCC1NC(O)CN1,82.7373815,4,6.196727589,9,122.12699999999998,1,2,1,2
2458,2458,CC#CC1=NC(O)=CO1,CCCC1NC(O)CO1,92.3939705,4,6.150214039,9,123.11099999999998,2,1,1,1
2459,2459,CC#CC1=CC=C(C)N1,CCCC1CCC(C)N1,88.17544838,4,6.341708047,9,119.16699999999997,0,1,1,1
2460,2460,CC#CC1=CC=C(N)O1,CCCC1CCC(N)O1,104.5021201,4,6.244493297,9,121.13899999999998,1,1,1,1
2461,2461,CC#CC1=CC=C(O)N1,CCCC1CCC(O)N1,91.7428465,4,6.244493297,9,121.13899999999997,1,1,1,2
2462,2462,CC#CC1=CN=C(C)N1,CCCC1CNC(C)N1,78.19395375,4,6.292449389,9,120.15499999999999,0,2,1,1
2463,2463,CC#CC1=CN=C(O)N1,CCCC1CNC(O)N1,80.36589863,4,6.196727589,9,122.12699999999998,1,2,1,2
2464,2464,CC#CC1=CN=C(O)O1,CCCC1CNC(O)O1,94.4471115,4,6.150214039,9,123.11099999999998,2,1,1,1
2465,2465,CC#CC1=NC=C(C)N1,CCCC1NCC(C)N1,81.8552135,4,6.292449389,9,120.15499999999999,0,2,1,1
2466,2466,CC#CC1=NC=C(C)O1,CCCC1NCC(C)O1,88.95325275,4,6.244493297,9,121.13899999999998,1,1,1,0
2467,2467,CC#CC1=NC=C(N)N1,CCCC1NCC(N)N1,84.54241275,4,6.243950056,9,121.143,0,3,1,2
2468,2468,CC#CC1=CC=CN1C,CCCC1CCCN1C,90.27716113,4,6.341708047,9,119.16699999999997,0,1,1,0
2469,2469,CC#CC1=CN=CN1C,CCCC1CNCN1C,76.37185675,4,6.292449389,9,120.15499999999999,0,2,1,0
2470,2470,CC#CC1=NC=CN1C,CCCC1NCCN1C,81.66683388,4,6.292449389,9,120.15499999999999,0,2,1,0
2471,2471,CC#CC1=NC=CC=C1,CCCC1NCCCC1,79.8241267,5,7.927135059,9,117.15099999999997,0,1,1,0
2472,2472,CC#CC1=NC=CN=C1,CCCC1NCCNC1,84.8535345,5,7.865561736,9,118.13899999999998,0,2,1,0
2473,2473,CC#CC1=CNC(=O)O1,CCCC1CNC(O)O1,84.96314913,4,6.150214039,9,123.11099999999998,2,1,1,1
2474,2474,CC#CC1=COC(=O)N1,CCCC1COC(O)N1,83.93854775,4,6.150214039,9,123.11099999999998,2,1,1,1
2475,2475,CC#CC1=COC(=O)O1,CCCC1COC(O)O1,91.9003765,4,6.104393562,9,124.09499999999997,3,0,1,0
2476,2476,CC#CC1=CNC(C)=C1,CCCC1CNC(C)C1,89.91156025,4,6.341708047,9,119.16699999999997,0,1,1,1
2477,2477,CC#CC1=CNC(C)=N1,CCCC1CNC(C)N1,79.27828525,4,6.292449389,9,120.15499999999999,0,2,1,1
2478,2478,CC#CC1=CNC(N)=N1,CCCC1CNC(N)N1,81.49355088,4,6.243950056,9,121.143,0,3,1,2
2479,2479,CC#CC1=CNC(O)=C1,CCCC1CNC(O)C1,95.91345325,4,6.244493297,9,121.13899999999997,1,1,1,2
2480,2480,CC#CC1=CNC(O)=N1,CCCC1CNC(O)N1,81.44104087,4,6.196727589,9,122.12699999999998,1,2,1,2
2481,2481,CC#CC1=COC(N)=C1,CCCC1COC(N)C1,100.5809359,4,6.244493297,9,121.13899999999998,1,1,1,1
2482,2482,CC#CC1=CNC=C1C,CCCC1CNCC1C,86.289683,4,6.341708047,9,119.16699999999997,0,1,1,1
2483,2483,CC#CC1=CNC=C1N,CCCC1CNCC1N,87.964752,4,6.292449389,9,120.15499999999999,0,2,1,2
2484,2484,CC#CC1=CNC=C1O,CCCC1CNCC1O,90.00279638,4,6.244493297,9,121.13899999999997,1,1,1,2
2485,2485,CC#CC1=COC=C1N,CCCC1COCC1N,98.16678863,4,6.244493297,9,121.13899999999998,1,1,1,1
2486,2486,CC#CCC1=CC=CN1,CCCCC1CCCN1,91.062842,4,6.341708047,9,119.16699999999997,0,1,1,1
2487,2487,CC#CCC1=CN=CN1,CCCCC1CNCN1,81.40231475,4,6.292449389,9,120.15499999999999,0,2,1,1
2488,2488,CC#CCC1=CN=CO1,CCCCC1CNCO1,92.26138275,4,6.244493297,9,121.13899999999998,1,1,1,0
2489,2489,CC#CCC1=NC=CN1,CCCCC1NCCN1,79.59006338,4,6.292449389,9,120.15499999999999,0,2,1,1
2490,2490,CC#CCC1=NC=CO1,CCCCC1NCCO1,91.299137,4,6.244493297,9,121.13899999999998,1,1,1,0
2491,2491,CC#CCC1=CNC=C1,CCCCC1CNCC1,90.0467735,4,6.341708047,9,119.16699999999997,0,1,1,1
2492,2492,CC#CCC1=CNC=N1,CCCCC1CNCN1,80.16898613,4,6.292449389,9,120.15499999999999,0,2,1,1
2493,2493,CC#CCC1=COC=C1,CCCCC1COCC1,101.0705916,4,6.293001101,9,120.15099999999997,1,0,1,0
2494,2494,CC#CCC1=COC=N1,CCCCC1COCN1,87.3425085,4,6.244493297,9,121.13899999999998,1,1,1,0
2495,2495,CC#CCN1C=CC=C1,CCCCN1CCCC1,95.13367975,4,6.341708047,9,119.16699999999996,0,1,1,0
2496,2496,CC#CCN1C=CN=C1,CCCCN1CCNC1,82.45776575,4,6.292449389,9,120.15499999999997,0,2,1,0
2497,2497,CC(=O)C1=CC=NC=C1,CC(O)C1CCNCC1,55.17028788,4,6.244493297,9,121.13899999999997,1,1,1,0
2498,2498,CC(=O)C1=CN=CC=C1,CC(O)C1CNCCC1,53.26154937,4,6.244493297,9,121.13899999999997,1,1,1,0
2499,2499,CC(=O)C1=CN=CN=C1,CC(O)C1CNCNC1,41.47633625,4,6.196727589,9,122.12699999999998,1,2,1,0
2500,2500,CC(=O)C1=NC=CC=N1,CC(O)C1NCCCN1,46.513358,4,6.196727589,9,122.12699999999998,1,2,1,0
2501,2501,CC(=O)C1=NC=CN=C1,CC(O)C1NCCNC1,46.60196862,4,6.196727589,9,122.12699999999998,1,2,1,0
2502,2502,CC(=O)C1=NC=NC=C1,CC(O)C1NCNCC1,50.1706795,4,6.196727589,9,122.12699999999998,1,2,1,0
2503,2503,CC(=O)C1=NC=NC=N1,CC(O)C1NCNCN1,50.3019545,4,6.149687078,9,123.115,1,3,1,0
2504,2504,NC(=O)C1=CC=CC=C1,NC(O)C1CCCCC1,35.94178225,4,6.244493297,9,121.13899999999995,1,1,1,1
2505,2505,NC(=O)C1=CC=NC=C1,NC(O)C1CCNCC1,37.0011715,4,6.196727589,9,122.12699999999997,1,2,1,1
2506,2506,NC(=O)C1=CN=CC=C1,NC(O)C1CNCCC1,38.98473675,4,6.196727589,9,122.12699999999997,1,2,1,1
2507,2507,NC(=O)C1=CN=CC=N1,NC(O)C1CNCCN1,37.79472887,4,6.149687078,9,123.11499999999998,1,3,1,1
2508,2508,NC(=O)C1=CN=CN=C1,NC(O)C1CNCNC1,31.13711725,4,6.149687078,9,123.11499999999998,1,3,1,1
2509,2509,NC(=O)C1=NC=CC=N1,NC(O)C1NCCCN1,42.13993137,4,6.149687078,9,123.11499999999998,1,3,1,1
2510,2510,NC(=O)C1=NC=CN=C1,NC(O)C1NCCNC1,30.80564787,4,6.149687078,9,123.11499999999998,1,3,1,1
2511,2511,NC(=O)C1=NC=NC=C1,NC(O)C1NCNCC1,36.378928,4,6.149687078,9,123.11499999999998,1,3,1,1
2512,2512,NC(=O)C1=NC=NC=N1,NC(O)C1NCNCN1,29.66421175,4,6.103355373,9,124.103,1,4,1,1
2513,2513,CC(C#C)C1=CC=CN1,CC(CC)C1CCCN1,95.804495,4,6.341708047,9,119.16699999999997,0,1,1,1
2514,2514,CC(C#C)C1=CC=CO1,CC(CC)C1CCCO1,107.031133,4,6.293001101,9,120.15099999999997,1,0,1,0
2515,2515,CC(C#C)C1=CN=CN1,CC(CC)C1CNCN1,85.18500387,4,6.292449389,9,120.15499999999999,0,2,1,1
2516,2516,CC(C#C)C1=CN=CO1,CC(CC)C1CNCO1,96.09526912,4,6.244493297,9,121.13899999999998,1,1,1,0
2517,2517,CC(C#C)C1=NC=CN1,CC(CC)C1NCCN1,84.17943737,4,6.292449389,9,120.15499999999999,0,2,1,1
2518,2518,CC(C#C)C1=NC=CO1,CC(CC)C1NCCO1,95.91673513,4,6.244493297,9,121.13899999999998,1,1,1,0
2519,2519,CC(C#N)C1=CC=CN1,CC(CN)C1CCCN1,54.33603525,4,6.292449389,9,120.15499999999997,0,2,1,1
2520,2520,CC(C#N)C1=CC=CO1,CC(CN)C1CCCO1,65.94533987,4,6.244493297,9,121.13899999999997,1,1,1,0
2521,2521,CC(C#N)C1=CN=CN1,CC(CN)C1CNCN1,46.22389663,4,6.243950056,9,121.14299999999999,0,3,1,1
2522,2522,CC(C#N)C1=CN=CO1,CC(CN)C1CNCO1,56.72524025,4,6.196727589,9,122.12699999999998,1,2,1,0
2523,2523,CC(C#N)C1=NC=CN1,CC(CN)C1NCCN1,43.304997,4,6.243950056,9,121.14299999999999,0,3,1,1
2524,2524,CC(C#N)C1=NC=CO1,CC(CN)C1NCCO1,57.72818125,4,6.196727589,9,122.12699999999998,1,2,1,0
2525,2525,NC(C#C)C1=CC=CO1,NC(CC)C1CCCO1,108.1574725,4,6.244493297,9,121.13899999999997,1,1,1,1
2526,2526,NC(C#C)C1=CN=CO1,NC(CC)C1CNCO1,98.59999612,4,6.196727589,9,122.12699999999998,1,2,1,1
2527,2527,NC(C#C)C1=NC=CN1,NC(CC)C1NCCN1,87.44293387,4,6.243950056,9,121.14299999999999,0,3,1,2
2528,2528,NC(C#C)C1=NC=CO1,NC(CC)C1NCCO1,98.57374113,4,6.196727589,9,122.12699999999998,1,2,1,1
2529,2529,NC(C#N)C1=CC=CN1,NC(CN)C1CCCN1,60.59785275,4,6.243950056,9,121.14299999999997,0,3,1,2
2530,2530,NC(C#N)C1=CC=CO1,NC(CN)C1CCCO1,70.78479275,4,6.196727589,9,122.12699999999997,1,2,1,1
2531,2531,NC(C#N)C1=CN=CN1,NC(CN)C1CNCN1,47.05224188,4,6.196192627,9,122.13099999999999,0,4,1,2
2532,2532,NC(C#N)C1=CN=CO1,NC(CN)C1CNCO1,61.10260513,4,6.149687078,9,123.11499999999998,1,3,1,1
2533,2533,NC(C#N)C1=NC=CN1,NC(CN)C1NCCN1,47.58259288,4,6.196192627,9,122.13099999999999,0,4,1,2
2534,2534,NC(C#N)C1=NC=CO1,NC(CN)C1NCCO1,62.44029738,4,6.149687078,9,123.11499999999998,1,3,1,1
2535,2535,OC(C#C)C1=CC=CN1,OC(CC)C1CCCN1,103.5116503,4,6.244493297,9,121.13899999999998,1,1,1,2
2536,2536,OC(C#C)C1=CC=CO1,OC(CC)C1CCCO1,112.6208225,4,6.197262643,9,122.12299999999998,2,0,1,1
2537,2537,OC(C#C)C1=CN=CN1,OC(CC)C1CNCN1,87.86432662,4,6.196727589,9,122.127,1,2,1,2
2538,2538,OC(C#C)C1=CN=CO1,OC(CC)C1CNCO1,98.12215513,4,6.150214039,9,123.11099999999999,2,1,1,1
2539,2539,OC(C#C)C1=NC=CN1,OC(CC)C1NCCN1,89.28209663,4,6.196727589,9,122.127,1,2,1,2
2540,2540,OC(C#C)C1=NC=CO1,OC(CC)C1NCCO1,101.8070444,4,6.150214039,9,123.11099999999999,2,1,1,1
2541,2541,OC(C#N)C1=CC=CN1,OC(CN)C1CCCN1,61.6966245,4,6.196727589,9,122.12699999999997,1,2,1,2
2542,2542,OC(C#N)C1=CC=CO1,OC(CN)C1CCCO1,70.7283445,4,6.150214039,9,123.11099999999996,2,1,1,1
2543,2543,OC(C#N)C1=CN=CN1,OC(CN)C1CNCN1,50.519871,4,6.149687078,9,123.11499999999998,1,3,1,2
2544,2544,OC(C#N)C1=CN=CO1,OC(CN)C1CNCO1,64.17050188,4,6.103874423,9,124.09899999999998,2,2,1,1
2545,2545,OC(C#N)C1=NC=CN1,OC(CN)C1NCCN1,49.00627025,4,6.149687078,9,123.11499999999998,1,3,1,2
2546,2546,OC(C#N)C1=NC=CO1,OC(CN)C1NCCO1,62.287362,4,6.103874423,9,124.09899999999998,2,2,1,1
2547,2547,CC(C#C)C1=CNC=C1,CC(CC)C1CNCC1,94.99124638,4,6.341708047,9,119.16699999999997,0,1,1,1
2548,2548,CC(C#C)C1=CNC=N1,CC(CC)C1CNCN1,83.39047463,4,6.292449389,9,120.15499999999999,0,2,1,1
2549,2549,CC(C#C)C1=COC=C1,CC(CC)C1COCC1,103.5470945,4,6.293001101,9,120.15099999999997,1,0,1,0
2550,2550,CC(C#C)C1=COC=N1,CC(CC)C1COCN1,92.02574413,4,6.244493297,9,121.13899999999998,1,1,1,0
2551,2551,CC(C#N)C1=CNC=C1,CC(CN)C1CNCC1,52.41351288,4,6.292449389,9,120.15499999999997,0,2,1,1
2552,2552,CC(C#N)C1=CNC=N1,CC(CN)C1CNCN1,42.87638413,4,6.243950056,9,121.14299999999999,0,3,1,1
2553,2553,CC(C#N)C1=COC=C1,CC(CN)C1COCC1,64.28339838,4,6.244493297,9,121.13899999999997,1,1,1,0
2554,2554,CC(C#N)C1=COC=N1,CC(CN)C1COCN1,53.60548987,4,6.196727589,9,122.12699999999998,1,2,1,0
2555,2555,NC(C#C)C1=COC=N1,NC(CC)C1COCN1,96.13727713,4,6.196727589,9,122.12699999999998,1,2,1,1
2556,2556,NC(C#N)C1=CNC=C1,NC(CN)C1CNCC1,56.8079435,4,6.243950056,9,121.14299999999997,0,3,1,2
2557,2557,NC(C#N)C1=CNC=N1,NC(CN)C1CNCN1,46.15563363,4,6.196192627,9,122.13099999999999,0,4,1,2
2558,2558,NC(C#N)C1=COC=C1,NC(CN)C1COCC1,63.41238875,4,6.196727589,9,122.12699999999997,1,2,1,1
2559,2559,NC(C#N)C1=COC=N1,NC(CN)C1COCN1,56.27168513,4,6.149687078,9,123.11499999999998,1,3,1,1
2560,2560,OC(C#C)C1=CNC=C1,OC(CC)C1CNCC1,98.9209635,4,6.244493297,9,121.13899999999998,1,1,1,2
2561,2561,OC(C#C)C1=CNC=N1,OC(CC)C1CNCN1,88.416338,4,6.196727589,9,122.127,1,2,1,2
2562,2562,OC(C#C)C1=COC=C1,OC(CC)C1COCC1,104.9136673,4,6.197262643,9,122.12299999999998,2,0,1,1
2563,2563,OC(C#C)C1=COC=N1,OC(CC)C1COCN1,101.0390856,4,6.150214039,9,123.11099999999999,2,1,1,1
2564,2564,OC(C#N)C1=CNC=C1,OC(CN)C1CNCC1,56.280218,4,6.196727589,9,122.12699999999997,1,2,1,2
2565,2565,OC(C#N)C1=CNC=N1,OC(CN)C1CNCN1,47.85433212,4,6.149687078,9,123.11499999999998,1,3,1,2
2566,2566,OC(C#N)C1=COC=C1,OC(CN)C1COCC1,73.50809263,4,6.150214039,9,123.11099999999996,2,1,1,1
2567,2567,OC(C#N)C1=COC=N1,OC(CN)C1COCN1,63.463586,4,6.103874423,9,124.09899999999998,2,2,1,1
2568,2568,CC(C#C)N1C=CC=C1,CC(CC)N1CCCC1,98.76934088,4,6.341708047,9,119.16699999999996,0,1,1,0
2569,2569,CC(C#C)N1C=CN=C1,CC(CC)N1CCNC1,88.03432775,4,6.292449389,9,120.15499999999997,0,2,1,0
2570,2570,CC(C#N)N1C=CC=C1,CC(CN)N1CCCC1,60.35039938,4,6.292449389,9,120.15499999999996,0,2,1,0
2571,2571,CC(C#N)N1C=CN=C1,CC(CN)N1CCNC1,46.140537,4,6.243950056,9,121.14299999999997,0,3,1,0
2572,2572,CC1=C(C)C(=CN1)C#C,CC1C(C)C(CN1)CC,91.041838,4,6.341708047,9,119.16699999999997,0,1,1,1
2573,2573,CC1=C(C)C(=CN1)C#N,CC1C(C)C(CN1)CN,50.45292075,4,6.292449389,9,120.15499999999999,0,2,1,1
2574,2574,CC1=C(C)C(=CO1)C#C,CC1C(C)C(CO1)CC,99.94687762,4,6.293001101,9,120.15099999999997,1,0,1,0
2575,2575,CC1=C(C)C(=CO1)C#N,CC1C(C)C(CO1)CN,60.59785275,4,6.244493297,9,121.13899999999998,1,1,1,0
2576,2576,CC1=C(N)C(=CN1)C#C,CC1C(N)C(CN1)CC,91.7848545,4,6.292449389,9,120.15499999999997,0,2,1,2
2577,2577,CC1=C(N)C(=CN1)C#N,CC1C(N)C(CN1)CN,50.59141587,4,6.243950056,9,121.14299999999999,0,3,1,2
2578,2578,CC1=C(N)C(=CO1)C#C,CC1C(N)C(CO1)CC,101.5031428,4,6.244493297,9,121.13899999999997,1,1,1,1
2579,2579,CC1=C(N)C(=CO1)C#N,CC1C(N)C(CO1)CN,63.505594,4,6.196727589,9,122.12699999999998,1,2,1,1
2580,2580,CC1=C(N)NC=C1C#C,CC1C(N)NCC1CC,94.63746025,4,6.292449389,9,120.15499999999997,0,2,1,2
2581,2581,CC1=C(N)NC=C1C#N,CC1C(N)NCC1CN,53.60417713,4,6.243950056,9,121.14299999999999,0,3,1,2
2582,2582,CC1=C(N)OC=C1C#C,CC1C(N)OCC1CC,103.4263215,4,6.244493297,9,121.13899999999997,1,1,1,1
2583,2583,CC1=C(N)OC=C1C#N,CC1C(N)OCC1CN,64.86954125,4,6.196727589,9,122.12699999999998,1,2,1,1
2584,2584,CC1=C(O)C(=CN1)C#C,CC1C(O)C(CN1)CC,96.056543,4,6.244493297,9,121.13899999999998,1,1,1,2
2585,2585,CC1=C(O)C(=CN1)C#N,CC1C(O)C(CN1)CN,52.39382163,4,6.196727589,9,122.127,1,2,1,2
2586,2586,CC1=C(O)NC=C1C#C,CC1C(O)NCC1CC,96.22588775,4,6.244493297,9,121.13899999999998,1,1,1,2
2587,2587,CC1=C(O)NC=C1C#N,CC1C(O)NCC1CN,61.725505,4,6.196727589,9,122.127,1,2,1,2
2588,2588,NC1=C(N)C(=CO1)C#C,NC1C(N)C(CO1)CC,105.3179943,4,6.196727589,9,122.12699999999997,1,2,1,2
2589,2589,NC1=C(N)C(=CO1)C#N,NC1C(N)C(CO1)CN,65.96634388,4,6.149687078,9,123.11499999999998,1,3,1,2
2590,2590,NC1=C(O)C(=CN1)C#C,NC1C(O)C(CN1)CC,96.09198725,4,6.196727589,9,122.12699999999998,1,2,1,3
2591,2591,NC1=C(O)C(=CN1)C#N,NC1C(O)C(CN1)CN,56.89917963,4,6.149687078,9,123.115,1,3,1,3
2592,2592,NC1=C(O)NC=C1C#C,NC1C(O)NCC1CC,95.29055337,4,6.196727589,9,122.12699999999998,1,2,1,3
2593,2593,NC1=C(O)NC=C1C#N,NC1C(O)NCC1CN,55.22148513,4,6.149687078,9,123.115,1,3,1,3
2594,2594,NC1=C(O)OC=C1C#C,NC1C(O)OCC1CC,107.5700169,4,6.150214039,9,123.11099999999998,2,1,1,2
2595,2595,OC1=C(O)C(=CN1)C#C,OC1C(O)C(CN1)CC,105.4479565,4,6.150214039,9,123.11099999999998,2,1,1,3
2596,2596,OC1=C(O)C(=CN1)C#N,OC1C(O)C(CN1)CN,60.05174875,4,6.103874423,9,124.09899999999999,2,2,1,3
2597,2597,CC1=C(C)C=C(N1)C#C,CC1C(C)CC(N1)CC,95.13302337,4,6.341708047,9,119.16699999999997,0,1,1,1
2598,2598,CC1=C(C)C=C(N1)C#N,CC1C(C)CC(N1)CN,53.828001,4,6.292449389,9,120.15499999999999,0,2,1,1
2599,2599,CC1=C(C)C=C(O1)C#C,CC1C(C)CC(O1)CC,105.5418181,4,6.293001101,9,120.15099999999997,1,0,1,0
2600,2600,CC1=C(C)C=C(O1)C#N,CC1C(C)CC(O1)CN,67.21739462,4,6.244493297,9,121.13899999999998,1,1,1,0
2601,2601,CC1=C(C)N=C(N1)C#C,CC1C(C)NC(N1)CC,87.52760625,4,6.292449389,9,120.15499999999999,0,2,1,1
2602,2602,CC1=C(C)N=C(N1)C#N,CC1C(C)NC(N1)CN,48.67283175,4,6.243950056,9,121.143,0,3,1,1
2603,2603,CC1=C(C)N=C(O1)C#C,CC1C(C)NC(O1)CC,97.925899,4,6.244493297,9,121.13899999999998,1,1,1,0
2604,2604,CC1=C(N)C=C(N1)C#C,CC1C(N)CC(N1)CC,94.95580213,4,6.292449389,9,120.15499999999997,0,2,1,2
2605,2605,CC1=C(N)C=C(N1)C#N,CC1C(N)CC(N1)CN,53.82997013,4,6.243950056,9,121.14299999999999,0,3,1,2
2606,2606,CC1=C(N)C=C(O1)C#C,CC1C(N)CC(O1)CC,104.4620813,4,6.244493297,9,121.13899999999997,1,1,1,1
2607,2607,CC1=C(N)C=C(O1)C#N,CC1C(N)CC(O1)CN,67.44581313,4,6.196727589,9,122.12699999999998,1,2,1,1
2608,2608,CC1=C(N)N=C(N1)C#N,CC1C(N)NC(N1)CN,47.75390675,4,6.196192627,9,122.131,0,4,1,2
2609,2609,CC1=C(N)N=C(O1)C#C,CC1C(N)NC(O1)CC,97.88848563,4,6.196727589,9,122.12699999999998,1,2,1,1
2610,2610,CC1=C(N)N=C(O1)C#N,CC1C(N)NC(O1)CN,58.7245585,4,6.149687078,9,123.115,1,3,1,1
2611,2611,CC1=C(N)NC(=C1)C#C,CC1C(N)NC(C1)CC,95.48024575,4,6.292449389,9,120.15499999999997,0,2,1,2
2612,2612,CC1=C(N)NC(=C1)C#N,CC1C(N)NC(C1)CN,57.8423905,4,6.243950056,9,121.14299999999999,0,3,1,2
2613,2613,CC1=C(N)NC(=N1)C#N,CC1C(N)NC(N1)CN,49.87202888,4,6.196192627,9,122.131,0,4,1,2
2614,2614,CC1=C(N)OC(=C1)C#C,CC1C(N)OC(C1)CC,108.4003313,4,6.244493297,9,121.13899999999997,1,1,1,1
2615,2615,CC1=C(N)OC(=C1)C#N,CC1C(N)OC(C1)CN,71.06506488,4,6.196727589,9,122.12699999999998,1,2,1,1
2616,2616,CC1=C(N)OC(=N1)C#C,CC1C(N)OC(N1)CC,101.4119066,4,6.196727589,9,122.12699999999998,1,2,1,1
2617,2617,CC1=C(N)OC(=N1)C#N,CC1C(N)OC(N1)CN,61.31789612,4,6.149687078,9,123.115,1,3,1,1
2618,2618,CC1=C(O)C=C(N1)C#C,CC1C(O)CC(N1)CC,97.38964063,4,6.244493297,9,121.13899999999998,1,1,1,2
2619,2619,CC1=C(O)C=C(N1)C#N,CC1C(O)CC(N1)CN,57.613972,4,6.196727589,9,122.127,1,2,1,2
2620,2620,CC1=C(O)C=C(O1)C#C,CC1C(O)CC(O1)CC,109.6553203,4,6.197262643,9,122.12299999999998,2,0,1,1
2621,2621,CC1=C(O)N=C(N1)C#C,CC1C(O)NC(N1)CC,86.39273388,4,6.196727589,9,122.127,1,2,1,2
2622,2622,CC1=C(O)N=C(N1)C#N,CC1C(O)NC(N1)CN,49.98952,4,6.149687078,9,123.11500000000001,1,3,1,2
2623,2623,CC1=C(O)N=C(O1)C#C,CC1C(O)NC(O1)CC,99.45722187,4,6.150214039,9,123.11099999999999,2,1,1,1
2624,2624,CC1=C(O)N=C(O1)C#N,CC1C(O)NC(O1)CN,62.67462325,4,6.103874423,9,124.099,2,2,1,1
2625,2625,CC1=C(O)NC(=C1)C#C,CC1C(O)NC(C1)CC,101.5799386,4,6.244493297,9,121.13899999999998,1,1,1,2
2626,2626,CC1=C(O)NC(=C1)C#N,CC1C(O)NC(C1)CN,61.76554388,4,6.196727589,9,122.127,1,2,1,2
2627,2627,CC1=C(O)NC(=N1)C#C,CC1C(O)NC(N1)CC,91.42713013,4,6.196727589,9,122.127,1,2,1,2
2628,2628,CC1=C(O)NC(=N1)C#N,CC1C(O)NC(N1)CN,54.70097975,4,6.149687078,9,123.11500000000001,1,3,1,2
2629,2629,NC1=C(N)C=C(N1)C#N,NC1C(N)CC(N1)CN,58.20339675,4,6.196192627,9,122.13099999999999,0,4,1,3
2630,2630,NC1=C(N)C=C(O1)C#C,NC1C(N)CC(O1)CC,104.7988016,4,6.196727589,9,122.12699999999997,1,2,1,2
2631,2631,NC1=C(N)C=C(O1)C#N,NC1C(N)CC(O1)CN,67.774657,4,6.149687078,9,123.11499999999998,1,3,1,2
2632,2632,NC1=C(N)N=C(N1)C#C,NC1C(N)NC(N1)CC,86.86269838,4,6.196192627,9,122.13099999999999,0,4,1,3
2633,2633,NC1=C(N)N=C(N1)C#N,NC1C(N)NC(N1)CN,51.38759875,4,6.149160207,9,123.119,0,5,1,3
2634,2634,NC1=C(N)N=C(O1)C#C,NC1C(N)NC(O1)CC,98.44115337,4,6.149687078,9,123.11499999999998,1,3,1,2
2635,2635,NC1=C(N)N=C(O1)C#N,NC1C(N)NC(O1)CN,63.59879925,4,6.103355373,9,124.103,1,4,1,2
2636,2636,NC1=C(O)C=C(N1)C#C,NC1C(O)CC(N1)CC,99.08637,4,6.196727589,9,122.12699999999998,1,2,1,3
2637,2637,NC1=C(O)C=C(N1)C#N,NC1C(O)CC(N1)CN,61.88500413,4,6.149687078,9,123.115,1,3,1,3
2638,2638,NC1=C(O)C=C(O1)C#C,NC1C(O)CC(O1)CC,112.58144,4,6.150214039,9,123.11099999999998,2,1,1,2
2639,2639,NC1=C(O)N=C(N1)C#C,NC1C(O)NC(N1)CC,92.15636275,4,6.149687078,9,123.115,1,3,1,3
2640,2640,NC1=C(O)N=C(N1)C#N,NC1C(O)NC(N1)CN,52.59795425,4,6.103355373,9,124.10300000000001,1,4,1,3
2641,2641,NC1=C(O)N=C(O1)C#C,NC1C(O)NC(O1)CC,103.9356685,4,6.103874423,9,124.09899999999999,2,2,1,2
2642,2642,NC1=C(O)N=C(O1)C#N,NC1C(O)NC(O1)CN,64.69100725,4,6.05822789,9,125.087,2,3,1,2
2643,2643,NC1=C(O)NC(=C1)C#C,NC1C(O)NC(C1)CC,101.29179,4,6.196727589,9,122.12699999999998,1,2,1,3
2644,2644,NC1=C(O)NC(=C1)C#N,NC1C(O)NC(C1)CN,63.44586388,4,6.149687078,9,123.115,1,3,1,3
2645,2645,NC1=C(O)NC(=N1)C#C,NC1C(O)NC(N1)CC,93.82814987,4,6.149687078,9,123.115,1,3,1,3
2646,2646,NC1=C(O)NC(=N1)C#N,NC1C(O)NC(N1)CN,53.6573435,4,6.103355373,9,124.10300000000001,1,4,1,3
2647,2647,NC1=C(O)OC(=C1)C#C,NC1C(O)OC(C1)CC,113.6132615,4,6.150214039,9,123.11099999999998,2,1,1,2
2648,2648,OC1=C(O)C=C(N1)C#C,OC1C(O)CC(N1)CC,104.4909618,4,6.150214039,9,123.11099999999998,2,1,1,3
2649,2649,OC1=C(O)N=C(N1)C#C,OC1C(O)NC(N1)CC,96.05982487,4,6.103874423,9,124.09899999999999,2,2,1,3
2650,2650,OC1=C(O)N=C(N1)C#N,OC1C(O)NC(N1)CN,56.93265475,4,6.05822789,9,125.087,2,3,1,3
2651,2651,CC1=C(CC#C)C=CN1,CC1C(CCC)CCN1,95.2872715,4,6.341708047,9,119.16699999999997,0,1,1,1
2652,2652,CC1=C(CC#C)C=CO1,CC1C(CCC)CCO1,104.2159406,4,6.293001101,9,120.15099999999997,1,0,1,0
2653,2653,CC1=C(CC#C)N=CN1,CC1C(CCC)NCN1,87.02876125,4,6.292449389,9,120.15499999999999,0,2,1,1
